"Date","Price","Open","High","Low","Change %"
"Sep 26, 1989","8.289","8.289","8.289","8.289","-0.46%"
"Sep 25, 1989","8.327","8.327","8.327","8.327","1.33%"
"Sep 22, 1989","8.218","8.218","8.218","8.218","0.12%"
"Sep 21, 1989","8.208","8.208","8.208","8.208","0.86%"
"Sep 20, 1989","8.138","8.138","8.138","8.138","0.69%"
"Sep 19, 1989","8.082","8.082","8.082","8.082","-0.17%"
"Sep 18, 1989","8.096","8.096","8.096","8.096","0.12%"
"Sep 15, 1989","8.086","8.086","8.086","8.086","-0.53%"
"Sep 14, 1989","8.129","8.129","8.129","8.129","-0.45%"
"Sep 13, 1989","8.166","8.166","8.166","8.166","0.58%"
"Sep 12, 1989","8.119","8.119","8.119","8.119","-0.06%"
"Sep 11, 1989","8.124","8.124","8.124","8.124","-0.28%"
"Sep 08, 1989","8.147","8.147","8.147","8.147","-0.34%"
"Sep 07, 1989","8.175","8.175","8.175","8.175","0.00%"
"Sep 06, 1989","8.175","8.175","8.175","8.175","-0.18%"
"Sep 05, 1989","8.190","8.190","8.190","8.190","0.23%"
"Sep 01, 1989","8.171","8.171","8.171","8.171","-1.03%"
"Aug 31, 1989","8.256","8.256","8.256","8.256","0.18%"
"Aug 30, 1989","8.241","8.241","8.241","8.241","-0.29%"
"Aug 29, 1989","8.265","8.265","8.265","8.265","-0.06%"
"Aug 28, 1989","8.270","8.270","8.270","8.270","0.63%"
"Aug 25, 1989","8.218","8.218","8.218","8.218","0.23%"
"Aug 24, 1989","8.199","8.199","8.199","8.199","-0.52%"
"Aug 23, 1989","8.242","8.242","8.242","8.242","-0.61%"
"Aug 22, 1989","8.293","8.293","8.293","8.293","0.97%"
"Aug 21, 1989","8.213","8.213","8.213","8.213","0.74%"
"Aug 18, 1989","8.153","8.153","8.153","8.153","-0.17%"
"Aug 17, 1989","8.167","8.167","8.167","8.167","0.63%"
"Aug 16, 1989","8.116","8.116","8.116","8.116","-1.07%"
"Aug 15, 1989","8.204","8.204","8.204","8.204","-0.40%"
"Aug 14, 1989","8.237","8.237","8.237","8.237","1.73%"
"Aug 11, 1989","8.097","8.097","8.097","8.097","1.04%"
"Aug 10, 1989","8.014","8.014","8.014","8.014","-0.57%"
"Aug 09, 1989","8.060","8.060","8.060","8.060","0.69%"
"Aug 08, 1989","8.005","8.005","8.005","8.005","-0.11%"
"Aug 07, 1989","8.014","8.014","8.014","8.014","2.88%"
"Aug 03, 1989","7.790","7.790","7.790","7.790","0.39%"
"Aug 02, 1989","7.760","7.760","7.760","7.760","0.34%"
"Aug 01, 1989","7.734","7.734","7.734","7.734","-1.00%"
"Jul 31, 1989","7.812","7.812","7.812","7.812","-0.57%"
"Jul 28, 1989","7.857","7.857","7.857","7.857","-0.62%"
"Jul 27, 1989","7.906","7.906","7.906","7.906","-1.27%"
"Jul 26, 1989","8.008","8.008","8.008","8.008","0.00%"
"Jul 25, 1989","8.008","8.008","8.008","8.008","-0.50%"
"Jul 24, 1989","8.048","8.048","8.048","8.048","-0.28%"
"Jul 21, 1989","8.071","8.071","8.071","8.071","0.82%"
"Jul 20, 1989","8.005","8.005","8.005","8.005","-0.93%"
"Jul 19, 1989","8.080","8.080","8.080","8.080","-0.50%"
"Jul 18, 1989","8.121","8.121","8.121","8.121","0.88%"
"Jul 17, 1989","8.050","8.050","8.050","8.050","0.34%"
"Jul 14, 1989","8.023","8.023","8.023","8.023","0.33%"
"Jul 13, 1989","7.997","7.997","7.997","7.997","0.05%"
"Jul 12, 1989","7.993","7.993","7.993","7.993","0.00%"
"Jul 11, 1989","7.993","7.993","7.993","7.993","0.11%"
"Jul 10, 1989","7.984","7.984","7.984","7.984","-0.51%"
"Jul 07, 1989","8.025","8.025","8.025","8.025","-0.56%"
"Jul 06, 1989","8.070","8.070","8.070","8.070","-0.54%"
"Jul 05, 1989","8.114","8.114","8.114","8.114","0.27%"
"Jul 03, 1989","8.092","8.092","8.092","8.092","-0.06%"
"Jun 30, 1989","8.097","8.097","8.097","8.097","-0.21%"
"Jun 29, 1989","8.114","8.114","8.114","8.114","-0.73%"
"Jun 28, 1989","8.174","8.174","8.174","8.174","0.76%"
"Jun 27, 1989","8.112","8.112","8.112","8.112","-0.82%"
"Jun 26, 1989","8.179","8.179","8.179","8.179","-0.82%"
"Jun 23, 1989","8.247","8.247","8.247","8.247","-1.58%"
"Jun 22, 1989","8.379","8.379","8.379","8.379","0.38%"
"Jun 21, 1989","8.347","8.347","8.347","8.347","0.54%"
"Jun 20, 1989","8.302","8.302","8.302","8.302","-0.77%"
"Jun 19, 1989","8.366","8.366","8.366","8.366","0.22%"
"Jun 16, 1989","8.348","8.348","8.348","8.348","0.28%"
"Jun 15, 1989","8.325","8.325","8.325","8.325","1.59%"
"Jun 14, 1989","8.195","8.195","8.195","8.195","-0.65%"
"Jun 13, 1989","8.249","8.249","8.249","8.249","1.10%"
"Jun 12, 1989","8.159","8.159","8.159","8.159","0.21%"
"Jun 09, 1989","8.142","8.142","8.142","8.142","-1.52%"
"Jun 08, 1989","8.268","8.268","8.268","8.268","-0.11%"
"Jun 07, 1989","8.277","8.277","8.277","8.277","-0.92%"
"Jun 06, 1989","8.354","8.354","8.354","8.354","-0.06%"
"Jun 05, 1989","8.359","8.359","8.359","8.359","-0.81%"
"Jun 02, 1989","8.427","8.427","8.427","8.427","-2.05%"
"Jun 01, 1989","8.603","8.603","8.603","8.603","0.00%"
"May 31, 1989","8.603","8.603","8.603","8.603","-0.32%"
"May 30, 1989","8.631","8.631","8.631","8.631","-0.27%"
"May 26, 1989","8.654","8.654","8.654","8.654","-0.12%"
"May 25, 1989","8.664","8.664","8.664","8.664","0.49%"
"May 24, 1989","8.622","8.622","8.622","8.622","0.27%"
"May 23, 1989","8.599","8.599","8.599","8.599","0.27%"
"May 22, 1989","8.576","8.576","8.576","8.576","-1.45%"
"May 19, 1989","8.702","8.702","8.702","8.702","-0.85%"
"May 18, 1989","8.777","8.777","8.777","8.777","-0.22%"
"May 17, 1989","8.796","8.796","8.796","8.796","-0.37%"
"May 16, 1989","8.829","8.829","8.829","8.829","0.16%"
"May 15, 1989","8.815","8.815","8.815","8.815","-0.19%"
"May 12, 1989","8.832","8.832","8.832","8.832","-3.27%"
"May 11, 1989","9.131","9.131","9.131","9.131","-0.65%"
"May 10, 1989","9.191","9.191","9.191","9.191","0.55%"
"May 09, 1989","9.141","9.141","9.141","9.141","1.15%"
"May 08, 1989","9.037","9.037","9.037","9.037","0.66%"
"May 05, 1989","8.978","8.978","8.978","8.978","-0.93%"
"May 04, 1989","9.062","9.062","9.062","9.062","0.11%"
"May 03, 1989","9.052","9.052","9.052","9.052","-0.37%"
"May 02, 1989","9.086","9.086","9.086","9.086","-0.55%"
"May 01, 1989","9.136","9.136","9.136","9.136","1.31%"
"Apr 28, 1989","9.018","9.018","9.018","9.018","-0.43%"
"Apr 27, 1989","9.057","9.057","9.057","9.057","-0.48%"
"Apr 26, 1989","9.101","9.101","9.101","9.101","-0.16%"
"Apr 25, 1989","9.116","9.116","9.116","9.116","-0.37%"
"Apr 24, 1989","9.150","9.150","9.150","9.150","0.11%"
"Apr 21, 1989","9.140","9.140","9.140","9.140","-0.54%"
"Apr 20, 1989","9.190","9.190","9.190","9.190","1.26%"
"Apr 19, 1989","9.076","9.076","9.076","9.076","0.15%"
"Apr 18, 1989","9.062","9.062","9.062","9.062","-1.50%"
"Apr 17, 1989","9.200","9.200","9.200","9.200","0.27%"
"Apr 14, 1989","9.175","9.175","9.175","9.175","-1.65%"
"Apr 13, 1989","9.329","9.329","9.329","9.329","0.48%"
"Apr 12, 1989","9.284","9.284","9.284","9.284","0.05%"
"Apr 11, 1989","9.279","9.279","9.279","9.279","0.11%"
"Apr 10, 1989","9.269","9.269","9.269","9.269","0.00%"
"Apr 07, 1989","9.269","9.269","9.269","9.269","0.71%"
"Apr 06, 1989","9.204","9.204","9.204","9.204","0.43%"
"Apr 05, 1989","9.165","9.165","9.165","9.165","-0.11%"
"Apr 04, 1989","9.175","9.175","9.175","9.175","-0.42%"
"Apr 03, 1989","9.214","9.214","9.214","9.214","-0.97%"
"Mar 31, 1989","9.304","9.304","9.304","9.304","-0.32%"
"Mar 30, 1989","9.334","9.334","9.334","9.334","-0.32%"
"Mar 29, 1989","9.364","9.364","9.364","9.364","-0.53%"
"Mar 28, 1989","9.414","9.414","9.414","9.414","-0.16%"
"Mar 27, 1989","9.429","9.429","9.429","9.429","0.00%"
"Mar 23, 1989","9.429","9.429","9.429","9.429","-0.16%"
"Mar 22, 1989","9.444","9.444","9.444","9.444","-0.85%"
"Mar 21, 1989","9.525","9.525","9.525","9.525","0.00%"
"Mar 20, 1989","9.525","9.525","9.525","9.525","0.38%"
"Mar 17, 1989","9.489","9.489","9.489","9.489","2.05%"
"Mar 16, 1989","9.298","9.298","9.298","9.298","-0.27%"
"Mar 15, 1989","9.323","9.323","9.323","9.323","0.00%"
"Mar 14, 1989","9.323","9.323","9.323","9.323","-0.27%"
"Mar 13, 1989","9.348","9.348","9.348","9.348","0.00%"
"Mar 10, 1989","9.348","9.348","9.348","9.348","1.13%"
"Mar 09, 1989","9.244","9.244","9.244","9.244","0.05%"
"Mar 08, 1989","9.239","9.239","9.239","9.239","-0.22%"
"Mar 07, 1989","9.259","9.259","9.259","9.259","-0.10%"
"Mar 06, 1989","9.268","9.268","9.268","9.268","-0.43%"
"Mar 03, 1989","9.308","9.308","9.308","9.308","-0.11%"
"Mar 02, 1989","9.318","9.318","9.318","9.318","-0.43%"
"Mar 01, 1989","9.358","9.358","9.358","9.358","0.38%"
"Feb 28, 1989","9.323","9.323","9.323","9.323","-0.43%"
"Feb 27, 1989","9.363","9.363","9.363","9.363","-0.21%"
"Feb 24, 1989","9.383","9.383","9.383","9.383","0.21%"
"Feb 23, 1989","9.363","9.363","9.363","9.363","0.81%"
"Feb 22, 1989","9.288","9.288","9.288","9.288","0.91%"
"Feb 21, 1989","9.204","9.204","9.204","9.204","0.00%"
"Feb 17, 1989","9.204","9.204","9.204","9.204","-0.11%"
"Feb 16, 1989","9.214","9.214","9.214","9.214","-0.27%"
"Feb 15, 1989","9.239","9.239","9.239","9.239","0.00%"
"Feb 14, 1989","9.239","9.239","9.239","9.239","0.37%"
"Feb 13, 1989","9.205","9.205","9.205","9.205","0.16%"
"Feb 10, 1989","9.190","9.190","9.190","9.190","0.97%"
"Feb 09, 1989","9.102","9.102","9.102","9.102","1.68%"
"Feb 08, 1989","8.952","8.952","8.952","8.952","-0.19%"
"Feb 07, 1989","8.969","8.969","8.969","8.969","-0.43%"
"Feb 06, 1989","9.008","9.008","9.008","9.008","-0.06%"
"Feb 03, 1989","9.013","9.013","9.013","9.013","0.28%"
"Feb 02, 1989","8.988","8.988","8.988","8.988","-0.11%"
"Feb 01, 1989","8.998","8.998","8.998","8.998","-0.06%"
"Jan 31, 1989","9.003","9.003","9.003","9.003","0.06%"
"Jan 30, 1989","8.998","8.998","8.998","8.998","0.44%"
"Jan 27, 1989","8.959","8.959","8.959","8.959","-0.43%"
"Jan 26, 1989","8.998","8.998","8.998","8.998","0.11%"
"Jan 25, 1989","8.988","8.988","8.988","8.988","0.65%"
"Jan 24, 1989","8.930","8.930","8.930","8.930","-0.76%"
"Jan 23, 1989","8.998","8.998","8.998","8.998","-0.32%"
"Jan 20, 1989","9.027","9.027","9.027","9.027","0.32%"
"Jan 19, 1989","8.998","8.998","8.998","8.998","0.00%"
"Jan 18, 1989","8.998","8.998","8.998","8.998","-0.75%"
"Jan 17, 1989","9.066","9.066","9.066","9.066","0.04%"
"Jan 13, 1989","9.062","9.062","9.062","9.062","-0.85%"
"Jan 12, 1989","9.140","9.140","9.140","9.140","-1.02%"
"Jan 11, 1989","9.234","9.234","9.234","9.234","0.00%"
"Jan 10, 1989","9.234","9.234","9.234","9.234","0.00%"
"Jan 09, 1989","9.234","9.234","9.234","9.234","-0.16%"
"Jan 06, 1989","9.249","9.249","9.249","9.249","-0.22%"
"Jan 05, 1989","9.269","9.269","9.269","9.269","0.54%"
"Jan 04, 1989","9.219","9.219","9.219","9.219","-0.16%"
"Jan 03, 1989","9.234","9.234","9.234","9.234","0.97%"
"Dec 30, 1988","9.145","9.145","9.145","9.145","-0.42%"
"Dec 29, 1988","9.184","9.184","9.184","9.184","-0.27%"
"Dec 28, 1988","9.209","9.209","9.209","9.209","0.75%"
"Dec 27, 1988","9.140","9.140","9.140","9.140","0.82%"
"Dec 23, 1988","9.066","9.066","9.066","9.066","0.00%"
"Dec 22, 1988","9.066","9.066","9.066","9.066","0.00%"
"Dec 21, 1988","9.066","9.066","9.066","9.066","-0.17%"
"Dec 20, 1988","9.081","9.081","9.081","9.081","-0.75%"
"Dec 19, 1988","9.150","9.150","9.150","9.150","-0.27%"
"Dec 16, 1988","9.175","9.175","9.175","9.175","-0.15%"
"Dec 15, 1988","9.189","9.189","9.189","9.189","-0.11%"
"Dec 14, 1988","9.199","9.199","9.199","9.199","0.48%"
"Dec 13, 1988","9.155","9.155","9.155","9.155","0.87%"
"Dec 12, 1988","9.076","9.076","9.076","9.076","0.04%"
"Dec 09, 1988","9.072","9.072","9.072","9.072","0.65%"
"Dec 08, 1988","9.013","9.013","9.013","9.013","0.21%"
"Dec 07, 1988","8.994","8.994","8.994","8.994","0.38%"
"Dec 06, 1988","8.960","8.960","8.960","8.960","-1.82%"
"Dec 05, 1988","9.126","9.126","9.126","9.126","-0.53%"
"Dec 02, 1988","9.175","9.175","9.175","9.175","1.84%"
"Dec 01, 1988","9.009","9.009","9.009","9.009","-0.58%"
"Nov 30, 1988","9.062","9.062","9.062","9.062","-0.81%"
"Nov 29, 1988","9.136","9.136","9.136","9.136","-0.26%"
"Nov 28, 1988","9.160","9.160","9.160","9.160","-0.11%"
"Nov 25, 1988","9.170","9.170","9.170","9.170","0.97%"
"Nov 23, 1988","9.082","9.082","9.082","9.082","0.11%"
"Nov 22, 1988","9.072","9.072","9.072","9.072","0.38%"
"Nov 21, 1988","9.038","9.038","9.038","9.038","-0.11%"
"Nov 18, 1988","9.048","9.048","9.048","9.048","-0.06%"
"Nov 17, 1988","9.053","9.053","9.053","9.053","0.64%"
"Nov 16, 1988","8.995","8.995","8.995","8.995","0.81%"
"Nov 15, 1988","8.923","8.923","8.923","8.923","0.11%"
"Nov 14, 1988","8.913","8.913","8.913","8.913","0.16%"
"Nov 10, 1988","8.899","8.899","8.899","8.899","0.00%"
"Nov 09, 1988","8.899","8.899","8.899","8.899","0.03%"
"Nov 08, 1988","8.896","8.896","8.896","8.896","-0.17%"
"Nov 07, 1988","8.911","8.911","8.911","8.911","0.70%"
"Nov 04, 1988","8.849","8.849","8.849","8.849","1.90%"
"Nov 03, 1988","8.684","8.684","8.684","8.684","-0.44%"
"Nov 02, 1988","8.722","8.722","8.722","8.722","0.60%"
"Nov 01, 1988","8.670","8.670","8.670","8.670","0.32%"
"Oct 31, 1988","8.642","8.642","8.642","8.642","-0.48%"
"Oct 28, 1988","8.684","8.684","8.684","8.684","-0.38%"
"Oct 27, 1988","8.717","8.717","8.717","8.717","-0.81%"
"Oct 26, 1988","8.788","8.788","8.788","8.788","-0.27%"
"Oct 25, 1988","8.812","8.812","8.812","8.812","-0.11%"
"Oct 24, 1988","8.822","8.822","8.822","8.822","0.00%"
"Oct 21, 1988","8.822","8.822","8.822","8.822","0.27%"
"Oct 20, 1988","8.798","8.798","8.798","8.798","-0.22%"
"Oct 19, 1988","8.817","8.817","8.817","8.817","0.38%"
"Oct 18, 1988","8.784","8.784","8.784","8.784","0.00%"
"Oct 17, 1988","8.784","8.784","8.784","8.784","-0.27%"
"Oct 14, 1988","8.808","8.808","8.808","8.808","-0.27%"
"Oct 13, 1988","8.832","8.832","8.832","8.832","-0.11%"
"Oct 12, 1988","8.842","8.842","8.842","8.842","1.13%"
"Oct 11, 1988","8.743","8.743","8.743","8.743","0.54%"
"Oct 07, 1988","8.696","8.696","8.696","8.696","-1.86%"
"Oct 06, 1988","8.861","8.861","8.861","8.861","0.00%"
"Oct 05, 1988","8.861","8.861","8.861","8.861","0.00%"
"Oct 04, 1988","8.861","8.861","8.861","8.861","0.32%"
"Oct 03, 1988","8.833","8.833","8.833","8.833","-0.27%"
"Sep 30, 1988","8.857","8.857","8.857","8.857","-1.38%"
"Sep 29, 1988","8.981","8.981","8.981","8.981","-0.85%"
"Sep 28, 1988","9.058","9.058","9.058","9.058","0.32%"
"Sep 27, 1988","9.029","9.029","9.029","9.029","0.32%"
"Sep 26, 1988","9.000","9.000","9.000","9.000","0.52%"
"Sep 23, 1988","8.953","8.953","8.953","8.953","0.00%"
"Sep 22, 1988","8.953","8.953","8.953","8.953","0.27%"
"Sep 21, 1988","8.929","8.929","8.929","8.929","-0.38%"
"Sep 20, 1988","8.963","8.963","8.963","8.963","-0.04%"
"Sep 19, 1988","8.967","8.967","8.967","8.967","0.41%"
"Sep 16, 1988","8.930","8.930","8.930","8.930","0.21%"
"Sep 15, 1988","8.911","8.911","8.911","8.911","0.43%"
"Sep 14, 1988","8.873","8.873","8.873","8.873","-0.75%"
"Sep 13, 1988","8.940","8.940","8.940","8.940","-0.10%"
"Sep 12, 1988","8.949","8.949","8.949","8.949","0.53%"
"Sep 09, 1988","8.902","8.902","8.902","8.902","-0.90%"
"Sep 08, 1988","8.983","8.983","8.983","8.983","0.00%"
"Sep 07, 1988","8.983","8.983","8.983","8.983","-0.11%"
"Sep 06, 1988","8.993","8.993","8.993","8.993","-0.27%"
"Sep 02, 1988","9.017","9.017","9.017","9.017","-2.55%"
"Sep 01, 1988","9.253","9.253","9.253","9.253","-0.01%"
"Aug 31, 1988","9.254","9.254","9.254","9.254","-0.52%"
"Aug 30, 1988","9.302","9.302","9.302","9.302","-0.01%"
"Aug 29, 1988","9.303","9.303","9.303","9.303","-0.83%"
"Aug 26, 1988","9.381","9.381","9.381","9.381","-0.32%"
"Aug 25, 1988","9.411","9.411","9.411","9.411","0.74%"
"Aug 24, 1988","9.342","9.342","9.342","9.342","0.11%"
"Aug 23, 1988","9.332","9.332","9.332","9.332","-0.42%"
"Aug 22, 1988","9.371","9.371","9.371","9.371","0.31%"
"Aug 19, 1988","9.342","9.342","9.342","9.342","-0.11%"
"Aug 18, 1988","9.352","9.352","9.352","9.352","-0.27%"
"Aug 17, 1988","9.377","9.377","9.377","9.377","0.27%"
"Aug 16, 1988","9.352","9.352","9.352","9.352","-0.27%"
"Aug 15, 1988","9.377","9.377","9.377","9.377","0.31%"
"Aug 12, 1988","9.348","9.348","9.348","9.348","0.00%"
"Aug 11, 1988","9.348","9.348","9.348","9.348","0.43%"
"Aug 10, 1988","9.308","9.308","9.308","9.308","1.14%"
"Aug 09, 1988","9.203","9.203","9.203","9.203","0.98%"
"Aug 08, 1988","9.114","9.114","9.114","9.114","-0.10%"
"Aug 05, 1988","9.123","9.123","9.123","9.123","1.57%"
"Aug 04, 1988","8.982","8.982","8.982","8.982","-0.48%"
"Aug 03, 1988","9.025","9.025","9.025","9.025","0.27%"
"Aug 02, 1988","9.001","9.001","9.001","9.001","-0.71%"
"Aug 01, 1988","9.065","9.065","9.065","9.065","-0.58%"
"Jul 29, 1988","9.118","9.118","9.118","9.118","-0.49%"
"Jul 28, 1988","9.163","9.163","9.163","9.163","0.16%"
"Jul 27, 1988","9.148","9.148","9.148","9.148","0.87%"
"Jul 26, 1988","9.069","9.069","9.069","9.069","-0.22%"
"Jul 25, 1988","9.089","9.089","9.089","9.089","-0.27%"
"Jul 22, 1988","9.114","9.114","9.114","9.114","-0.37%"
"Jul 21, 1988","9.148","9.148","9.148","9.148","0.48%"
"Jul 20, 1988","9.104","9.104","9.104","9.104","0.05%"
"Jul 19, 1988","9.099","9.099","9.099","9.099","-0.37%"
"Jul 18, 1988","9.133","9.133","9.133","9.133","0.69%"
"Jul 15, 1988","9.070","9.070","9.070","9.070","-0.37%"
"Jul 14, 1988","9.104","9.104","9.104","9.104","-0.11%"
"Jul 13, 1988","9.114","9.114","9.114","9.114","0.39%"
"Jul 12, 1988","9.079","9.079","9.079","9.079","0.75%"
"Jul 11, 1988","9.011","9.011","9.011","9.011","-0.32%"
"Jul 08, 1988","9.040","9.040","9.040","9.040","1.19%"
"Jul 07, 1988","8.934","8.934","8.934","8.934","0.43%"
"Jul 06, 1988","8.896","8.896","8.896","8.896","0.87%"
"Jul 05, 1988","8.819","8.819","8.819","8.819","0.77%"
"Jul 01, 1988","8.752","8.752","8.752","8.752","-0.66%"
"Jun 30, 1988","8.810","8.810","8.810","8.810","-0.70%"
"Jun 29, 1988","8.872","8.872","8.872","8.872","0.06%"
"Jun 28, 1988","8.867","8.867","8.867","8.867","-0.75%"
"Jun 27, 1988","8.934","8.934","8.934","8.934","0.91%"
"Jun 24, 1988","8.853","8.853","8.853","8.853","-0.33%"
"Jun 23, 1988","8.882","8.882","8.882","8.882","-0.16%"
"Jun 22, 1988","8.896","8.896","8.896","8.896","-1.55%"
"Jun 21, 1988","9.036","9.036","9.036","9.036","0.21%"
"Jun 20, 1988","9.017","9.017","9.017","9.017","-0.16%"
"Jun 17, 1988","9.031","9.031","9.031","9.031","1.51%"
"Jun 16, 1988","8.897","8.897","8.897","8.897","2.18%"
"Jun 15, 1988","8.707","8.707","8.707","8.707","0.32%"
"Jun 14, 1988","8.679","8.679","8.679","8.679","-2.56%"
"Jun 13, 1988","8.907","8.907","8.907","8.907","-0.21%"
"Jun 10, 1988","8.926","8.926","8.926","8.926","-0.38%"
"Jun 09, 1988","8.960","8.960","8.960","8.960","0.44%"
"Jun 08, 1988","8.921","8.921","8.921","8.921","-1.12%"
"Jun 07, 1988","9.022","9.022","9.022","9.022","0.59%"
"Jun 06, 1988","8.969","8.969","8.969","8.969","0.04%"
"Jun 03, 1988","8.965","8.965","8.965","8.965","-1.11%"
"Jun 02, 1988","9.066","9.066","9.066","9.066","0.27%"
"Jun 01, 1988","9.042","9.042","9.042","9.042","-1.86%"
"May 31, 1988","9.213","9.213","9.213","9.213","-0.31%"
"May 27, 1988","9.242","9.242","9.242","9.242","0.31%"
"May 26, 1988","9.213","9.213","9.213","9.213","0.16%"
"May 25, 1988","9.198","9.198","9.198","9.198","-0.22%"
"May 24, 1988","9.218","9.218","9.218","9.218","-0.16%"
"May 23, 1988","9.233","9.233","9.233","9.233","0.16%"
"May 20, 1988","9.218","9.218","9.218","9.218","0.32%"
"May 19, 1988","9.189","9.189","9.189","9.189","-0.15%"
"May 18, 1988","9.203","9.203","9.203","9.203","1.01%"
"May 17, 1988","9.111","9.111","9.111","9.111","1.08%"
"May 16, 1988","9.014","9.014","9.014","9.014","0.31%"
"May 13, 1988","8.986","8.986","8.986","8.986","-1.10%"
"May 12, 1988","9.086","9.086","9.086","9.086","0.00%"
"May 11, 1988","9.086","9.086","9.086","9.086","0.23%"
"May 10, 1988","9.065","9.065","9.065","9.065","0.44%"
"May 09, 1988","9.025","9.025","9.025","9.025","0.18%"
"May 06, 1988","9.009","9.009","9.009","9.009","1.13%"
"May 05, 1988","8.908","8.908","8.908","8.908","0.23%"
"May 04, 1988","8.888","8.888","8.888","8.888","-0.06%"
"May 03, 1988","8.893","8.893","8.893","8.893","0.29%"
"Apr 29, 1988","8.867","8.867","8.867","8.867","0.17%"
"Apr 28, 1988","8.852","8.852","8.852","8.852","0.74%"
"Apr 27, 1988","8.787","8.787","8.787","8.787","-0.06%"
"Apr 26, 1988","8.792","8.792","8.792","8.792","0.29%"
"Apr 25, 1988","8.767","8.767","8.767","8.767","-0.11%"
"Apr 22, 1988","8.777","8.777","8.777","8.777","-0.39%"
"Apr 21, 1988","8.811","8.811","8.811","8.811","-0.17%"
"Apr 20, 1988","8.826","8.826","8.826","8.826","0.17%"
"Apr 19, 1988","8.811","8.811","8.811","8.811","0.17%"
